lexeme;class;frequency;semantics
стрибати;Г;4;Дієслово переміщення об'єкта//Дієслово рух
стрибнути;Г;1;Дієслово рух//Дієслово СЛОВОТВІРНІ МІТКИ семельфактиви
стригти;Г;1;Дієслово фізичний вплив//Дієслово мовлення//Дієслово переміщення об'єкта
стрий;Й;1;Іменник ВЛАСНІ ІМЕНА топоніми
стрий;Й;1;Іменник ПРЕДМЕТНІ ІМЕНА особа імена родинності
стриманий;А;1;Прикметник ОЦІНКА позитивна//Прикметник розряд якісних пр//Прикметник розряд якісних пр фізичні якості колір//Прикметник СЛОВОТВІРНІ МІТКИ віддієслівні прикметники//Прикметник розряд якісних пр якості людини
стриманість;К;1;Іменник НЕПРЕДМЕТНІ ІМЕНА поведінка і вчинки людини//Іменник НЕПРЕДМЕТНІ ІМЕНА властивість людини
стримати;Г;1;Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
стриматися;Г;2;Дієслово поведінка людини
стримування;Л;1;Іменник НЕПРЕДМЕТНІ ІМЕНА СЛОВОТВІРНІ МІТКИ віддієслівні імена//Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник НЕПРЕДМЕТНІ ІМЕНА фізичний вплив
стримувати;Г;9;Дієслово буттєва сфера//Дієслово рух//Дієслово фізіологічна сфера
стримуватися;Г;3;Дієслово поведінка людини//Дієслово рух
стрих;;1;
стрихах;;2;
стрихи;;1;
стриху;;6;
Стрия;й;2;
стрій;;1;
стрій;Й;1;Іменник ПРЕДМЕТНІ ІМЕНА МЕРЕОЛОГІЯ множини і сукупності об'єктів//Іменник НЕПРЕДМЕТНІ ІМЕНА звук//Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник ПРЕДМЕТНІ ІМЕНА інструменти і пристрої одяг, взуття, прикраси
стріл;Й;3;Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність
стріла;К;4;Іменник ПРЕДМЕТНІ ІМЕНА інструменти і пристрої зброя//Іменник ПРЕДМЕТНІ ІМЕНА МЕРЕОЛОГІЯ частини частини пристроїв частини механізмів і приладів
стрілець;Й;11;Іменник ПРЕДМЕТНІ ІМЕНА МЕРЕОЛОГІЯ множини і сукупності об'єктів
стрілець;Й;11;Іменник ПРЕДМЕТНІ ІМЕНА особа
стрілити;Г;1;
стріляння;Л;2;Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник НЕПРЕДМЕТНІ ІМЕНА СЛОВОТВІРНІ МІТКИ віддієслівні імена//Іменник НЕПРЕДМЕТНІ ІМЕНА звук
стріляти;Г;12;Дієслово фізичний вплив//Дієслово буттєва сфера припинення існування
стрілятися;Г;2;Дієслово фізичний вплив
стрільба;К;2;Іменник НЕПРЕДМЕТНІ ІМЕНА дія, діяльність//Іменник НЕПРЕДМЕТНІ ІМЕНА СЛОВОТВІРНІ МІТКИ віддієслівні імена//Іменник ПРЕДМЕТНІ ІМЕНА інструменти і пристрої зброя
стрільчихи;;1;
стрімкий;А;3;Прикметник СЛОВОТВІРНІ МІТКИ відіменникові прикметники//Прикметник розряд якісних пр//Прикметник розряд якісних пр швидкість велика швидкість//Прикметник розряд якісних пр швидкість
стрімко;Н;1;Прислівник ЛЕКСИКО-СЕМАНТИЧНІ ТАКСОНИ ОЗНАЧАЛЬНІ//Прислівник ЛЕКСИКО-СЕМАНТИЧНІ ТАКСОНИ ОЗНАЧАЛЬНІ якісно-означальні та якісно-відносні//Прислівник СЛОВОТВІРНІ МІТКИ відад'єктивні прислівники
стріпата;;1;
стріти;Г;2;Дієслово рух//Дієслово СЛОВОТВІРНІ МІТКИ вторинні імперфективи на -ува-, -ва-, -а-
стріти;Й;1;
стрічка;К;2;Іменник ПРЕДМЕТНІ ІМЕНА тексти (книги, документи)//Іменник ПРЕДМЕТНІ ІМЕНА інструменти і пристрої//Іменник ПРЕДМЕТНІ ІМЕНА МЕРЕОЛОГІЯ частини частини пристроїв частини одягу і взуття//Іменник ПРЕДМЕТНІ ІМЕНА ТОПОЛОГІЯ лінія//Іменник ПРЕДМЕТНІ ІМЕНА МЕРЕОЛОГІЯ частини частини пристроїв частини механізмів і приладів
строгий;А;2;Прикметник ОЦІНКА позитивна//Прикметник розряд якісних пр//Прикметник розряд якісних пр якості людини
стронціцька;;8;
стронціцької;;3;
стронціцькою;;2;
стронціцьку;;4;
стру;;1;
стружкові;;1;
структу;;1;
структура;К;20;Іменник НЕПРЕДМЕТНІ ІМЕНА розташування об'єкта//Іменник НЕПРЕДМЕТНІ ІМЕНА місцезнаходження//Іменник НЕПРЕДМЕТНІ ІМЕНА взаємодія і взаємовідносини
струм;Й;4;Іменник НЕПРЕДМЕТНІ ІМЕНА рух
струмінь;Й;5;Іменник ПРЕДМЕТНІ ІМЕНА простір і місце//Іменник ПРЕДМЕТНІ ІМЕНА МЕРЕОЛОГІЯ кванти і порції речовини//Іменник НЕПРЕДМЕТНІ ІМЕНА рух
струміти;Г;1;
струмок;Й;1;Іменник ПРЕДМЕТНІ ІМЕНА простір і місце
струмочок;Й;2;Іменник ПРЕДМЕТНІ ІМЕНА простір і місце//Іменник ПРЕДМЕТНІ ІМЕНА СЛОВОТВІРНІ МІТКИ димінутиви
